,id_stable,label_sent,y_sent,label_stance,y_stance
651,56227,plea - happy,2,agree,2
940,71773,disgust,0,agree,2
40,164093,plea - sad,0,agree,2
815,79078,plea - neutral,1,neutral,1
1011,84462,neutral,1,neutral,1
82,69061,disgust,0,agree,2
101,122595,neutral,1,neutral,1
839,162063,neutral,1,neutral,1
996,45053,neutral,1,neutral,1
480,121749,disgust,0,neutral,1
92,33189,happy,2,neutral,1
705,97676,happy,2,agree,2
432,198217,happy,2,neutral,1
499,163390,plea - disgust,0,agree,2
1078,23675,disgust,0,neutral,1
1140,73156,neutral,1,neutral,1
581,95965,neutral,1,neutral,1
902,153303,neutral,1,neutral,1
829,138512,disgust,0,agree,2
917,66561,plea - happy,2,agree,2
216,31694,plea - neutral,1,agree,2
979,8072,disgust,0,neutral,1
932,113157,neutral,1,neutral,1
397,97966,disgust,0,neutral,1
569,116616,disgust,0,agree,2
1007,43777,sad,0,agree,2
776,67133,disgust,0,agree,2
304,96871,disgust,0,agree,2
384,17565,happy,2,agree,2
298,124345,angry,0,agree,2
646,30654,plea - neutral,1,agree,2
233,16672,happy,2,na,1
398,98952,happy,2,agree,2
525,142199,disgust,0,agree,2
99,182966,disgust,0,neutral,1
346,29849,fear,0,neutral,1
161,164376,plea - neutral,1,agree,2
1160,86583,neutral,1,neutral,1
834,103301,angry,0,disagree,0
951,147551,neutral,1,neutral,1
239,96594,happy,2,agree,2
985,198633,happy,2,neutral,1
616,42471,plea - neutral,1,agree,2
806,154697,neutral,1,neutral,1
654,49517,happy,2,na,1
220,26714,happy,2,agree,2
1147,81740,neutral,1,neutral,1
959,22583,plea - happy,2,agree,2
340,3516,plea - sad,0,refugee,3
1030,97310,plea - hopeful,2,agree,2
833,9540,plea - neutral,1,agree,2
130,167307,neutral,1,neutral,1
323,10204,angry,0,neutral,1
262,85625,disgust,0,neutral,1
315,26440,hopeful,2,agree,2
924,90590,disgust,0,neutral,1
1066,199822,fear,0,agree,2
383,176795,neutral,1,neutral,1
155,172771,neutral,1,neutral,1
1019,66687,happy,2,agree,2
720,61829,neutral,1,neutral,1
375,102907,neutral,1,neutral,1
732,31194,hopeful,2,neutral,1
1043,73388,neutral,1,neutral,1
437,4725,fear,0,agree,2
256,60036,happy,2,agree,2
453,54653,disgust,0,neutral,1
1134,25545,neutral,1,neutral,1
906,193452,plea - disgust,0,agree,2
64,103081,disgust,0,disagree,0
218,35941,neutral,1,neutral,1
442,97472,fear,0,neutral,1
201,1831,neutral,1,neutral,1
661,108581,disgust,0,agree,2
67,82373,disgust,0,disagree,0
1164,131633,disgust,0,agree,2
668,128734,hopeful,2,agree,2
614,102082,neutral,1,agree,2
711,9888,disgust,0,neutral,1
114,167746,happy,2,agree,2
245,49006,happy,2,agree,2
119,32451,plea - happy,2,agree,2
1210,157388,neutral,1,agree,2
454,44760,na,1,na,1
246,28678,neutral,1,neutral,1
1199,1964,hopeful,2,neutral,1
24,89480,happy,2,agree,2
78,52600,plea - disgust,0,agree,2
104,87982,na,1,na,1
466,46494,disgust,0,neutral,1
230,108893,neutral,1,neutral,1
290,112442,neutral,1,neutral,1
923,2147,fear,0,na,1
851,45158,happy,2,agree,2
472,144913,disgust,0,na,1
177,55500,neutral,1,neutral,1
757,67344,happy,2,agree,2
901,196145,fear,0,agree,2
74,58510,happy,2,neutral,1
401,147707,happy,2,neutral,1
197,48344,neutral,1,neutral,1
615,171666,happy,2,agree,2
324,95610,angry,0,neutral,1
310,138605,neutral,1,neutral,1
261,66928,disgust,0,refugee,3
1204,29062,neutral,1,agree,2
430,127933,happy,2,neutral,1
1097,35785,neutral,1,neutral,1
1050,95075,disgust,0,neutral,1
1202,74373,happy,2,neutral,1
1125,46486,plea - neutral,1,agree,2
359,73964,neutral,1,neutral,1
1186,106775,disgust,0,neutral,1
387,201235,neutral,1,neutral,1
895,190375,happy,2,neutral,1
1068,154563,plea - hopeful,2,agree,2
392,53024,happy,2,agree,2
721,109001,disgust,0,neutral,1
948,180125,plea - disgust,0,refugee,3
730,99735,neutral,1,neutral,1
490,135137,na,1,na,1
703,76313,disgust,0,agree,2
704,21364,happy,2,na,1
152,88634,disgust,0,agree,2
1063,137436,neutral,1,neutral,1
181,84635,disgust,0,neutral,1
247,137914,disgust,0,neutral,1
877,187027,plea - neutral,1,agree,2
575,61126,neutral,1,neutral,1
967,106741,disgust,0,agree,2
605,160760,plea - neutral,1,neutral,1
56,120212,fear,0,neutral,1
898,41465,hopeful,2,agree,2
561,3979,disgust,0,neutral,1
319,139932,na,1,na,1
1124,175611,disgust,0,agree,2
66,163740,plea - disgust,0,agree,2
990,69580,plea - hopeful,2,agree,2
450,50394,plea - neutral,1,neutral,1
683,86135,happy,2,na,1
491,76911,neutral,1,neutral,1
1197,38475,neutral,1,neutral,1
737,86794,fear,0,na,1
481,44695,neutral,1,neutral,1
371,194806,disgust,0,neutral,1
291,17931,disgust,0,neutral,1
322,144025,neutral,1,neutral,1
314,1283,plea - fear,0,refugee,3
639,197768,happy,2,na,1
260,4888,hopeful,2,agree,2
838,158274,disgust,0,agree,2
670,35754,happy,2,agree,2
281,150845,disgust,0,neutral,1
837,66074,disgust,0,disagree,0
538,154824,plea - neutral,1,agree,2
162,136445,disgust,0,neutral,1
487,109598,happy,2,agree,2
691,159923,plea - neutral,1,agree,2
221,137870,neutral,1,na,1
1065,29391,disgust,0,neutral,1
891,195953,angry,0,neutral,1
807,83728,neutral,1,neutral,1
440,116266,neutral,1,neutral,1
209,177588,disgust,0,neutral,1
903,121083,happy,2,agree,2
957,103367,angry,0,agree,2
332,60403,happy,2,neutral,1
949,186712,angry,0,disagree,0
486,12827,angry,0,disagree,0
1049,1039,happy,2,agree,2
275,29555,fear,0,refugee,3
107,85013,neutral,1,neutral,1
320,18479,happy,2,agree,2
9,22119,neutral,1,neutral,1
571,193036,happy,2,agree,2
390,17147,neutral,1,na,1
469,105724,happy,2,agree,2
125,37112,plea - disgust,0,agree,2
1082,94426,disgust,0,neutral,1
1060,612,happy,2,agree,2
1195,95865,hopeful,2,agree,2
285,162958,plea - disgust,0,agree,2
861,102849,disgust,0,neutral,1
1013,26814,plea - fear,0,refugee,3
760,68387,neutral,1,na,1
347,8687,disgust,0,neutral,1
413,130331,neutral,1,neutral,1
872,33215,happy,2,agree,2
935,66774,disgust,0,agree,2
618,92318,neutral,1,neutral,1
701,171012,hopeful,2,agree,2
743,50419,fear,0,agree,2
798,14675,angry,0,agree,2
736,185058,neutral,1,neutral,1
822,149312,hopeful,2,agree,2
77,153478,happy,2,agree,2
942,99590,disgust,0,disagree,0
885,162551,hopeful,2,agree,2
165,15200,disgust,0,agree,2
495,86613,disgust,0,neutral,1
840,101637,neutral,1,agree,2
884,93891,disgust,0,disagree,0
529,100784,fear,0,neutral,1
448,122269,neutral,1,neutral,1
1087,55624,happy,2,agree,2
402,99443,disgust,0,agree,2
461,144927,happy,2,agree,2
824,82723,neutral,1,neutral,1
530,182648,plea - neutral,1,agree,2
536,102829,neutral,1,neutral,1
380,30466,neutral,1,neutral,1
947,1567,happy,2,neutral,1
999,170724,disgust,0,neutral,1
1183,76804,disgust,0,disagree,0
1021,9051,happy,2,neutral,1
311,50003,happy,2,neutral,1
680,184163,na,1,na,1
277,126898,neutral,1,neutral,1
266,14507,disgust,0,neutral,1
4,152666,hopeful,2,agree,2
622,119241,angry,0,disagree,0
229,96137,hopeful,2,agree,2
971,88388,disgust,0,neutral,1
53,24629,plea - sad,0,refugee,3
681,78209,neutral,1,neutral,1
422,193500,neutral,1,neutral,1
648,183300,happy,2,agree,2
699,71097,disgust,0,disagree,0
939,103609,plea - disgust,0,agree,2
405,20024,plea - neutral,1,agree,2
573,66669,happy,2,neutral,1
191,89756,angry,0,neutral,1
889,131872,plea - disgust,0,agree,2
858,147290,plea - disgust,0,agree,2
350,53449,disgust,0,na,1
625,177593,fear,0,refugee,3
1022,7441,plea - disgust,0,disagree,0
71,36252,neutral,1,neutral,1
393,168316,sad,0,agree,2
124,182930,disgust,0,neutral,1
1018,159404,disgust,0,neutral,1
128,145141,angry,0,disagree,0
629,19605,neutral,1,neutral,1
1051,18464,happy,2,na,1
532,51859,disgust,0,agree,2
1034,7076,disgust,0,disagree,0
1005,12458,plea - happy,2,agree,2
172,81162,fear,0,neutral,1
6,22174,happy,2,na,1
1194,117969,happy,2,agree,2
76,110571,fear,0,neutral,1
934,70672,angry,0,na,1
151,186385,fear,0,neutral,1
328,10533,happy,2,agree,2
195,114257,neutral,1,neutral,1
626,99945,plea - neutral,1,agree,2
424,188531,disgust,0,neutral,1
1107,165576,angry,0,neutral,1
68,76186,disgust,0,neutral,1
963,40616,disgust,0,neutral,1
141,122329,disgust,0,agree,2
731,8359,fear,0,refugee,3
293,24855,neutral,1,na,1
632,38187,neutral,1,neutral,1
468,58238,happy,2,na,1
804,121593,disgust,0,agree,2
59,188826,neutral,1,neutral,1
63,188395,hopeful,2,agree,2
360,68759,angry,0,agree,2
404,79189,happy,2,agree,2
636,113288,neutral,1,neutral,1
200,193642,plea - fear,0,agree,2
559,184385,disgust,0,neutral,1
564,145219,neutral,1,neutral,1
15,82738,disgust,0,agree,2
1089,8513,happy,2,agree,2
973,76026,neutral,1,neutral,1
1025,30954,happy,2,neutral,1
986,14492,disgust,0,na,1
925,13847,plea - disgust,0,agree,2
718,187818,plea - neutral,1,agree,2
279,162193,disgust,0,neutral,1
123,141203,disgust,0,neutral,1
873,70937,plea - fear,0,agree,2
929,176647,neutral,1,neutral,1
555,4073,angry,0,neutral,1
650,155180,disgust,0,agree,2
103,94977,fear,0,neutral,1
477,107341,disgust,0,neutral,1
57,3652,happy,2,agree,2
434,122776,disgust,0,disagree,0
1161,186265,hopeful,2,agree,2
886,161717,neutral,1,agree,2
54,95316,neutral,1,neutral,1
263,6688,disgust,0,neutral,1
589,40352,happy,2,agree,2
1173,191256,fear,0,agree,2
786,156930,fear,0,agree,2
219,180027,angry,0,agree,2
603,190795,neutral,1,neutral,1
354,144252,disgust,0,neutral,1
1073,133345,plea - sad,0,refugee,3
341,42883,neutral,1,neutral,1
1033,102062,plea - fear,0,agree,2
186,113468,plea - neutral,1,agree,2
819,15961,neutral,1,neutral,1
1190,159331,angry,0,neutral,1
171,100186,hopeful,2,agree,2
572,177329,hopeful,2,neutral,1
953,29305,plea - neutral,1,agree,2
1113,112488,happy,2,neutral,1
1120,121863,neutral,1,neutral,1
1101,6190,na,1,na,1
1155,159414,plea - disgust,0,agree,2
1145,124482,neutral,1,agree,2
677,94780,plea - neutral,1,agree,2
313,140868,neutral,1,agree,2
167,6146,happy,2,neutral,1
926,195999,plea - neutral,1,agree,2
169,148929,neutral,1,na,1
1084,9587,na,1,na,1
1151,114708,happy,2,agree,2
451,25034,happy,2,neutral,1
961,161600,disgust,0,agree,2
515,14700,sad,0,neutral,1
288,50629,hopeful,2,agree,2
299,19740,happy,2,agree,2
474,93036,plea - fear,0,neutral,1
61,188394,neutral,1,neutral,1
1157,35964,sad,0,neutral,1
740,197583,disgust,0,neutral,1
756,18615,sad,0,agree,2
835,182581,fear,0,agree,2
464,185048,disgust,0,neutral,1
391,134034,happy,2,agree,2
163,187280,neutral,1,agree,2
414,40877,neutral,1,neutral,1
206,165200,plea - neutral,1,agree,2
802,12350,happy,2,agree,2
1010,97189,disgust,0,agree,2
1061,34289,happy,2,agree,2
205,184099,hopeful,2,agree,2
45,196452,angry,0,neutral,1
693,61259,plea - disgust,0,disagree,0
568,188094,plea - disgust,0,neutral,1
33,82754,disgust,0,disagree,0
785,121092,happy,2,neutral,1
39,67845,neutral,1,neutral,1
365,3753,angry,0,agree,2
659,3195,plea - neutral,1,agree,2
1059,128136,happy,2,neutral,1
52,56086,disgust,0,agree,2
533,159926,neutral,1,neutral,1
31,63793,angry,0,disagree,0
552,30006,disgust,0,neutral,1
844,109214,happy,2,agree,2
1205,29243,neutral,1,neutral,1
830,158437,plea - disgust,0,disagree,0
750,102746,neutral,1,na,1
109,140780,happy,2,agree,2
500,21468,plea - disgust,0,agree,2
752,5759,disgust,0,neutral,1
707,63364,angry,0,disagree,0
548,2510,neutral,1,neutral,1
714,185265,disgust,0,disagree,0
231,117954,neutral,1,neutral,1
273,47570,plea - fear,0,refugee,3
813,24044,hopeful,2,agree,2
796,152324,disgust,0,agree,2
1169,107466,plea - fear,0,agree,2
1102,135888,happy,2,agree,2
1121,112172,hopeful,2,agree,2
134,16193,sad,0,neutral,1
473,178113,happy,2,neutral,1
1156,36014,fear,0,agree,2
493,139561,plea - disgust,0,refugee,3
723,86458,plea - disgust,0,agree,2
952,197788,neutral,1,neutral,1
535,53596,fear,0,agree,2
631,168059,fear,0,agree,2
893,125830,disgust,0,disagree,0
541,32655,fear,0,agree,2
1040,79386,plea - happy,2,agree,2
997,56935,plea - hopeful,2,agree,2
35,64869,happy,2,neutral,1
1094,162911,na,1,na,1
379,39214,angry,0,disagree,0
831,48105,plea - neutral,1,agree,2
907,16585,disgust,0,disagree,0
240,38086,fear,0,na,1
353,146975,plea - disgust,0,agree,2
846,175854,plea - disgust,0,agree,2
173,150539,plea - neutral,1,agree,2
337,135363,disgust,0,neutral,1
235,10270,disgust,0,agree,2
342,91637,neutral,1,na,1
494,64790,neutral,1,neutral,1
657,78059,happy,2,agree,2
585,95575,neutral,1,neutral,1
406,86126,hopeful,2,agree,2
617,176455,plea - neutral,1,agree,2
684,170353,fear,0,refugee,3
896,2583,hopeful,2,agree,2
918,174504,hopeful,2,agree,2
962,190178,neutral,1,neutral,1
1187,36110,neutral,1,neutral,1
818,52259,plea - fear,0,agree,2
685,105212,disgust,0,disagree,0
1104,154667,hopeful,2,neutral,1
267,172531,disgust,0,neutral,1
759,106529,plea - hopeful,2,refugee,3
778,85358,fear,0,disagree,0
989,180896,disgust,0,agree,2
613,11317,plea - neutral,1,agree,2
709,454,plea - happy,2,agree,2
457,92749,sad,0,neutral,1
452,173761,plea - neutral,1,agree,2
116,131085,neutral,1,neutral,1
0,170314,neutral,1,neutral,1
251,101299,plea - neutral,1,agree,2
606,200939,disgust,0,agree,2
1189,45680,disgust,0,disagree,0
182,58896,disgust,0,disagree,0
1153,155911,happy,2,agree,2
111,63535,neutral,1,neutral,1
170,32376,disgust,0,refugee,3
1041,998,fear,0,neutral,1
213,163847,neutral,1,neutral,1
423,16077,happy,2,agree,2
726,193229,hopeful,2,neutral,1
696,131696,happy,2,neutral,1
118,70270,neutral,1,neutral,1
1176,51911,disgust,0,agree,2
425,44680,disgust,0,neutral,1
745,73346,happy,2,agree,2
1091,173495,disgust,0,agree,2
20,197408,neutral,1,neutral,1
662,51940,angry,0,disagree,0
706,52557,plea - neutral,1,agree,2
439,149301,hopeful,2,agree,2
1064,171473,neutral,1,neutral,1
179,5199,neutral,1,neutral,1
1112,110258,hopeful,2,agree,2
1167,156260,sad,0,agree,2
194,44542,neutral,1,neutral,1
377,99238,happy,2,agree,2
1143,192907,happy,2,agree,2
1067,75536,angry,0,neutral,1
1062,130519,disgust,0,neutral,1
345,59538,plea - happy,2,agree,2
1053,184549,happy,2,agree,2
199,100419,neutral,1,neutral,1
1037,198341,na,1,na,1
904,185343,disgust,0,agree,2
954,22320,happy,2,agree,2
782,149133,angry,0,disagree,0
974,133339,happy,2,neutral,1
633,2843,fear,0,agree,2
583,86242,plea - disgust,0,disagree,0
316,105818,disgust,0,neutral,1
976,141728,neutral,1,neutral,1
250,21246,neutral,1,neutral,1
331,34352,na,1,na,1
892,12842,hopeful,2,agree,2
909,54876,hopeful,2,agree,2
790,91903,neutral,1,neutral,1
140,188634,neutral,1,neutral,1
922,151372,disgust,0,neutral,1
765,40500,disgust,0,disagree,0
14,77707,neutral,1,na,1
1075,55947,happy,2,agree,2
294,15478,disgust,0,neutral,1
805,105376,plea - neutral,1,agree,2
1035,140411,neutral,1,neutral,1
956,61860,happy,2,neutral,1
1130,74661,plea - hopeful,2,agree,2
49,11709,disgust,0,neutral,1
567,6706,disgust,0,neutral,1
658,58290,happy,2,na,1
419,1608,happy,2,agree,2
93,494,plea - disgust,0,agree,2
81,63430,neutral,1,neutral,1
775,115570,angry,0,disagree,0
553,198102,disgust,0,neutral,1
690,109820,happy,2,na,1
297,46187,neutral,1,na,1
620,510,fear,0,agree,2
933,22193,fear,0,neutral,1
965,67316,surprise,2,neutral,1
143,28849,disgust,0,neutral,1
178,43417,angry,0,disagree,0
791,180627,plea - neutral,1,agree,2
242,127897,happy,2,agree,2
356,88018,plea - disgust,0,agree,2
301,149279,hopeful,2,agree,2
772,63713,disgust,0,disagree,0
23,42353,disgust,0,neutral,1
1106,110311,disgust,0,agree,2
537,14664,happy,2,agree,2
771,81751,fear,0,neutral,1
115,7643,disgust,0,na,1
412,13089,happy,2,agree,2
73,125502,disgust,0,agree,2
713,158652,fear,0,agree,2
455,45973,angry,0,disagree,0
1114,37197,hopeful,2,agree,2
855,196908,neutral,1,neutral,1
