,id_stable,ContentClean,y_sent
50,59616,"After watching the Philadelphia Police Department you should never criticize the Afghanistan Military, just what was Police doing making sure Covid protocols were being followed. The Inmates are running the asylum.",0
51,88561,Biden intentionally chose a withdrawal plan and schedule that was almost certain to leave behind tens of thousands of Afghans who risked their lives to help us and dual US-Afghan citizens. Every step of that refugee process has failed. This isn't an honest mistake.,0
52,56086,Where went the promise of Afghan citizens resettlement scheme where girls were supposed to bring to safety.,0
53,24629,as a poor Afghan Refugee after passing 8years in uncertainty i sincerely beg you please please pay attention and rescue me and my children . my little toddler became a teenager without education. please end this miserable situation .,0
54,95316,"Psaki claims 'no one' is entering US without being vetted: White House press secretary Jen Psaki said Wednesday that ""no one"" is coming into the U.S. without a thorough background check following the evacuation of more than 120,000 people from Afghanistan.",1
55,86895,"Afghan SIV holder details his harrowing journey to the US Over 40,000 evacuees from Afghanistan have been admitted into the United States. CNN's Brynn Gingras talks with one translator who is terrified for the rest of his family still in his home country.",0
56,120212,"Events in Afghanistan have the potential to be traumatizing to Afghan, military & asylee/refugee families for whom this triggers past trauma, as well as students following the news. See our folder of resources-",0
57,3652,Adapting to a new school is one of the many obstacles our youngest Afghan clients face in the resettlement process. Hear from IINE-Manchester Managing Director about how the families resettled in New Hampshire are adapting to their new reality.,2
58,130138,How did refugees from Afghanistan get here when we can't even bring our own home? Why is their relocation programs instead of rescues? Does Biden really want to be a mass murderer in the history books? If he thinks this is not on his conscience he is sorely mistaken.,0
59,188826,"""A crucial way for the U.S. to aid key Afghan allies would be through the Special Immigrant Visa program, which allows those who have worked for American forces to claim refugee status. ... there are some 18,000 Afghan SIV applicants, with 9,000 or so just starting the process""",1
60,198715,"Chanting “Allahu akbar” strongly reminds to Islamic jihadists in Bosnia during war, or Afghanistan, Syria.... I used to be refugee and we didn’t looked or behaved like this.",0
61,188394,"“The Embassy has seen some media reports regarding closure of #Pakistan Consulate in Mazar-e-Sharif and relocation of its diplomats in #Kabul,” said an official communique released by the consulate. #Pakistan #Afghanistan #FactCheck",1
62,133868,"So basically we are going to have the entire population of Afghanistan living on our tax dollars from this time forward? No vetting, no idea who is coming?Yeah, great idea State Dept.",0
63,188395,He risked his life helping US troops in Afghanistan before seeking asylum in Iowa. So why is he facing deportation? The rural Iowa town that he's made his home isn’t letting him go without a fight.,2
64,103081,Don't want unvetted We don't know who got airlifted Regardless I agree with the neo-conservatives on Afghanistan We shouldn't have left period,0
65,177190,"In your time of need we helped you, now its your turn to help us back. Please get us out of here as soon as possible. #Save_Afghan_Allies #Afghan_interpreters_translators",0
66,163740,"“The government’s anti-refugee Bill would pull up the drawbridge to Afghans arriving in the UK and offers no alternative safe routes to safety."" in on why the situation in Afghanistan demands we throw out the #AntiRefugeeBill",0
67,82373,65 thousand Afghans resettled in the US. Cost: 6M $ This is what Biden is requesting. What about Americans? The homeless? Those who are dying from OD? Nurses to give monoclonal antibodies to prevent covid deaths?,0
68,76186,"Sec of State Blinken fails to say how many of 60,000 Afghans don't have SIV status",0
69,73220,"Michael Maybe you are distract, or probably you are sleeping but at today no green cards, no SIV are leaving Afghanistan. Taliban are going door to door to kill all of them. Now go back to sleep, you are a coward and an hypocrite. Shame on you and on your friend",0
70,96067,The State Department announced a list of 19 cities where Afghan refugees on Special Immigrant Visas can resettle. None of the cities are in Vermont.,1
71,36252,"Family Of Afghan Refugee Shot, Killed In San Francisco Seeks Justice",1
72,146395,The amazing “oppositional” CHP launched a new slogan in the midst of the catastrophe unfolding in Afghanistan and the Turkish military bombing Rojava/Shingal: “The border is honour”. This is not only fueling Turkey’s growing anti-refugee sentiment but a call for racist mobs.,0
73,125502,This person isn’t eligible for a SIV or any other State Dept relief. He isn’t eligible to leave. There are thousands of thousands of people in this category: endangered by the assistance Afghans provided to the US but ineligible for assistance from the US.,0
74,58510,"Great to have my #Afghan refugee photos in ""Inside a U.S. Army base where Afghans await an uncertain future: #photography #photojournalism",2
75,89228,Adopt an afghan refugee you coward,0
76,110571,"Sorry, there isn't any safe option for the Aust citizens and PRs in Afghanistan. They will be hunted down and murdered. Also refugee camps are not safe places. It sounds like if the govt would give people in your situation the equivalent of jobseeker you'd manage til you get back",0
77,153478,Afghans fleeing the ravaged Afghanistan will have a home in Uganda. Uganda is currently the largest refugee host in Africa. #SEETVPMEDITION,2
78,52600,please can someone from your charity accounts team help us? We've been trying to set up an urgent appeal to support out Afghan refugee families and have faced many difficulties and very slow responses. Now our campaign page is missing. Please reply ASAP thnx.,0
79,104884,I understand that Afghan citizens being brought to US have been vetted - they have documents!! Hidden??,0
80,25769,"Unfortunately, another Afghan refugee committed suicide in Pekan Baru, Indonesia, as if Indonesia had become a refugee slaughterhouse, and wake up #HelpRefugees_Indonesia",0
81,63430,"to save you asking, the story I want to hear about this week is the Afghan refugee criminal.",1
82,69061,"Ummm Afghanistan has been at war for centuries, they generally live in tribal groups and don’t have birth certificates to begin with, hence the fact that it’s impossible to vet them. And we’re all children of immigrants so try a better red herring",0
83,128631,"Sure 🇨🇦, as long as they are all vetted by CSIS. FYI the Afghanistan war was a huge SCAM to STEAL tax dollars and funnel them to the private Defence Contractors. Russell Brand lists the profit margins of the Top Defence Contractors. Easily Corroborated",0
84,126690,Finally finishing fruits paintings after I had to rest my wrist for a day djejrhrjrh thanks for donating to resettle afghan refugees all,2
85,140241,"Afghanistan: UK’s refugee resettlement programme ‘confusing and disingenuous’, experts warn [",0
86,87175,"There's something really wrong with the LNP. They love to talk & make out they are tough but behind the scenes they are just a bunch if ignorant bastards. As the Taliban overran Afghanistan, Australia told asylum seekers they should expect to return",0
87,103886,"On news this morning...Covid, Afghanistan, global warming, Extinction Rebellion, food shortages, lorry drivers shortage, asylum seekers.....what on earth is going on????",0
88,102213,We should not have to be forced to take more immigrants from Afghanistan!! They should be safely removed and resettled in the Middle East!,0
89,7858,"Quick question: For those of you who get clearance to house Ukrainian refugee families but aren’t allocated one, will you then be volunteering to house Yemeni, Syrian, Iraqi, Afghan refugees??????",0
90,32662,"Would You Sponsor an Afghan Refugee? I would like to know how much Obama, Bush, Hillary, Trump and and their cronies are contributing first. They are all collectively worth billions, they robbed the American taxpayer and enriched themselves!",0
91,124719,"Hey tweeps,is there any expert in Indian immigration laws in my list?I want to know what are the rights of a refugee in India.Are they allowed to protest even?And what's the difference between asylum & refuge?And lastly,under which category the Afghans are coming here?Many thanks",1
92,33189,"It's been another busy week for Team Rubicon's volunteers. Tornado response, Afghan resettlement, PNW flood recovery. Head to the Forward Watch blog for more info on how we are serving across the country:",2
93,494,"Yes, Ann Linde, Please please use your influence in government to make sure Hazaran asylum seekers are not sent back to Afghanistan!",0
94,174534,"The U.N. refugee agency says nearly 250,000 Afghans have fled their homes since the end of May amid fears the Taliban would reimpose their strict and ruthless interpretation of Islam, all but eliminating women’s rights.",0
95,59580,"Afghans are walking off all of the military bases they first went to, before being “officially resettled.” DHS predicts upwards of 700 have left. (which really means 7,000 🙄) It’s starting!! Nobody knows who they are!",0
96,112197,just thanked for representing Oklahoma values in DC. Hern was one of just 16 US reps who voted against evacuating afghani translators who served with our US servicemembers in war,2
97,147828,"Endless speeches delivered however it's tangible home front immediate action to ensure housing, support & societys mental health otherwise this 20K Afghan pledge on top of the Syrian resettlement programme is meaningless & will break our infrastructure. #parliament #GBNews",0
98,141868,Press Release: Situation in Afghanistan and expected new refugee wave #BCHR #Serbia,1
99,182966,So Pakistan is sending them with their NICs ID cards driving licence in their pockets😂.this is why we Pakistani Govt to take out all Afghani refugees living in Pakistan on fake documentation. Create a refugee crisis on their boders.,0
100,146213,"I have received a few messages about evacuation assistance for US contractors & interpreters stuck in Kabul. If you have someone who needs assistance, send me a DM & I’ll get you to the correct contact. Must be US or hold a SIV.",2
101,122595,"UK says has evacuated over 7,000 people from Afghanistan This includes embassy staff, British nationals, those eligible under the Afghan Relocation & Assistance Policy programme & a number of nationals from partner nations, Reuters reported #ArianaNews",1
102,66047,"Man, I know this migrant thing is bad but could you at least vaccinate them before releasing them into the community? We stopped flying our Afghan allies because of measles and now we have migrants with who knows what? Measles, polio, that new COVID-19 strain from Chile?",0
103,94977,"As Biden ends mission in Afghanistan, a refugee backlash looms at home",0
104,87982,O baji thori research krliya kro? Jahan daikha wahen tatti 💩 krdi? This is an old video. And he is an afghan refugee,1
105,15850,"Yeah that's what the world needs: failed diplomacy, innocent civilians dead, an economy in ruin, a refugee crisis, and another humanitarian crisis. We're you not paying attention for the past 18 years when the US invaded Iraq and Afghanistan. Then we occupied oil field in Syria?",0
106,9550,"🤣🤣🤣 the clown conveniently bypasses his OWN part in Afghanistan, like withdrawing all but 2500 troops, slowing to a crawl the SIV process for Afghanis working w/US military creating a huge backlog, releasing 5k Taliban militants & promising a total withdrawal by March 2021.🤦‍♀️",0
107,85013,"Atlanta is among a list of 19 cities the State Department says will settle Afghans who worked with the U.S. armed forces as translators or interpreters in Iraq or Afghanistan, according to U.S. Sen. Raphael Warnock.",1
108,13340,Yeah I mean I think squeezing the Afghan people and turning away asylum seekers is terrible but I'm not apoplectic because the president increased the price of milk by 40000%,0
109,140780,AMAZING: Afghanistan Refugee-Turned-Soccer Star And Future Doctor Is The Role Model We All Need,2
110,141243,But wasn’t it hoped that the phone call would possibly expedite the evacuation of translators - before Kabul fell?,1
111,63535,"Trump Slams Afghan Refugee Plan, Defends Travel Ban🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",1
112,140347,Priority list that need to get out of the Biden mess in Afghanistan: 1) American citizens / contractors 2) American military equipment 3) Afghans that assisted/help US 4) All American Military personnel 5) Fully Vetted Afghans,0
113,173658,New Haven refugee resettlement agency expects to assist hundreds of Afghanis soon,1
114,167746,Good news for Afghan SIV applicants. unroll please.,2
115,7643,#UkrainianREFUGEES Biden Will Travel To Poland Friday Ya Think He Will Offer 1 MILLION UKRAINIAN Refugees Asylum? Like He Did With Afghan Refugees Or Are They NOT His Cup Of Tea''' A Little On The Light Side,0
116,131085,"'Following the Taliban takeover of #Afghanistan and a possible wave of migrants fleeing the country, Swedish prime minister Stefan Lofven has vowed there will be no repeat of the 2015 migrant crisis.'",1
117,161273,The U.S. either had to make Afghanistan a U.S. territory and install a new government and send enough troops to close the Pakistan border. Or leave. Having said that- we should have gotten refugees out a lot sooner and gotten the SIV interpreters out. We've failed them.,0
118,70270,Afghan women officials&diplomats seek asylum as Taliban target their jobs😔😔😔😔😔😔 ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦ ⁦,1
119,32451,"“When you tap into the generosity of the American people, it is remarkable what you can achieve,” said former Delaware governor Jack Markell, who has been appointed to lead the resettlement effort. #Dayenu الف مبرو ك! Would You Sponsor an Afghan Refugee?",2
120,169409,We created the refugees. The least we can do is offer them asylum. #Afghanistan,0
121,12402,We are 10 years without basic human right resettle Afghan Refugees we died every day 17 Afghan suicide themself how many more . Resettlemant is only solution for our concern end this limbo justice justice,0
122,140781,So devastated to see this. increase Australian refugee intake from Afghanistan! Bring more of Afghan women here!,0
123,141203,"The Afghan immigrant sexual criminality rate was 8.3 times higher than the EU average in 2017. Official source: Bundeskriminalamt, Statistiches Bundesamt Germany",0
124,182930,"""While many, though not all, Afghan interpreters qualify for a complicated and years-long process known as the Special Immigrant Visa (SIV), the process was hopelessly backlogged prior to 2016 and has been brought to a grinding halt since.""",0
125,37112,"Our federal government’s promise - to bring 40,000 Afghan refugees to Canada, but to date, fewer 4,000 refugees have arrived. Hire more staff for the immigration and Refugee Board so they can more quickly process the applications. #eyeonafghanistan #socialjustice #wearefamous5",0
126,45472,"Facts: - SSSS stands for Secondary Security Screening Selection - any traveller can be assigned SSSS - DHS owns the criteria for assignment - J6 defendants have shown their tendency for violence, Afghan asylum applicants have not - asylum is a human right",0
127,122570,Afghan refugee airlifted by ADF.. sad to see what’s unfolding there.. hope one day she plays for Australia 🇦🇺🇦🇺,0
128,145141,"80,000 unvetted people? Sounds great, even afghan allies and security forces troops routinely betrayed US forces by working with the Taliban and Syrian terror cells. Let's potentially bring a whole bunch of them here. Great fucking idea.",0
129,29234,Afghan Migrant Arrested After Woman Stabbed and Teen Raped via,0
130,167307,"Missed travelling thru AFG by 3 months 03/80. Millions of Afghan refugees in Baluch and NWF Regions of PAK 80-87. Saw CIA operatives on multiple occasions supplying Mujahideen NWFP. In Dushanbe when Soviets exited ‘89. Multi visits to AFG borders/refugee camps. You,",1
131,168030,Hahaha yes all are gone for asylum not surrender. But you people say taliban behind is no1. Another thing i am not happy but i am shocked that only with motorcycle and sevis shoes taliban down 3 lakh army with 20 years of training and also well equipped in week. But Afghanistan,0
132,185132,". administration creating Biden administration creating “Operation Allies Refuge” to save Afghan translators, in troop withdrawl",1
133,168189,"“All of this was foreseeable—all of it was foreseen. For months, members of Congress and advocates in refugee, veteran, and human-rights organizations have been urging the Biden administration to evacuate America’s Afghan allies on an emergency basis.”",0
134,16193,"Afghan Asylum seeker Sammy waited 12 long years to be granted asylum. Here, he shares his story with",0
135,119623,"Um, well seeing as how we spilled blood and treasure as part of the effort, yeah, we do. Plus we were trying to get our Afghan translators and others out. So we weren't totally gone. Have a nice day!",0
136,135582,"No, they weren't the ones invading Afghanistan and creating the refugee crisis. Plus, there is the risk of terrorism. This is the responsibility of the US and their white allies.",0
137,174610,Canada has announced an expanded program to resettle Afghan refugees as territories in #Afghanistan fall rapidly to the Taliban.,0
138,37838,We agree! #Afghanistan is an example of where the needs of Afghans with disabilities were not considered in the evacuation process and in resettlement.,0
139,169677,"If you're reading about the US scrambling to evacuate Afghan SIVs, please know that the Trump administration completely destroyed the refugee resettlement program and now there's no capacity to resettle them",0
140,188634,The Biden admin plans on evacuating tens of thousands of Afghan interpreters & their families who helped US forces during the war. Officials noted that no country for the relocation has been decided.,1
141,122329,"I know the US & EU are going to use the threat of displacement crisis in Afghanistan as an opportunity to further expand & legitimize the externalization of asylum, I’m just saying they shouldn’t.",0
142,18646,"📅 Tuesday, Feb 15, 12pm ET Join for the launch of the Afghan refugee crisis report! Author in his first intervention since his exit from politics, will be joined by and for a discussion moderated by",1
143,28849,"Why hasn't Dick Cheney been arrested for the illegal Iraq war? Millions dead, maimed and created refugee crisis that Europe has to deal with. Typical of the USA to a bit in other countries back yard and run away when it gets tough like Vietnam, Afghanistan and now Iraq.",0
144,54463,"In Southern region we have started providing core relief items to 2,675 persons & unconditional cash assistance to 6,416 persons We are scaling up our assistance to support displaced people, Afghan refugee returnees and vulnerable members of the host community #StayAndDeliver",2
145,65101,That's how he vetted the 100k Afghans he flew into a neighborhood near you,0
146,161182,"What Biden actually said ""the buck stops with me but also Bush started this and it's Trumps fault and the Afghan army is weak and their president is soft and our allies aren't willing to fight without us"". #Afghanistan #taliban #Kabul #kabulairport #trump #Embassy #AlQaeda #SIV",0
147,171687,All at a time when Govt has cut foreign aid and Home Office refuses to recognise scholarships from Afghan students or asylum to people fleeing Afghanistan because “of the message it will send to other refugees.” There has been a disgraceful lack of humanity and intl leadership.,0
148,58037,From Fox News - Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state Tennessee Republicans demand answers from DHS on resettlement of Afghans in the state,1
149,183646,"When Turks came to Anatolia from the East where Afghans come from nowadays, they were also faced with racial, anti-immigrant resistance against them and they dealt with this resistance with force.",0
150,142228,"we've got a carrier in Guam while Foreign Secretary Dominic Raab on the beach in Crete was told to ring Kabul urgently re translators, he gets junior Zac Goldsmith to make the call, the Afghans understandably insulted won't take the call",0
151,186385,Central Europe worried about possible migrant rush from Afghan conflict,0
152,88634,"AUS & NZ Immigration & Refugee Update: More of the good one, less of the bad ones! Let's also be clear, Islam is not about ""individuality"" - these constant & monstrous acts flow directly from the teaching of the Quran! Pass on 20,000 Afghan refugees!",0
153,1224,I the story you mentioned that you or one of the other authors had the most extensive database of revenge killings of police officers in Afghanistan. I'm working with some former police officers seeking asylum here who have also murdered and disappeared family members.,0
154,51124,"My Afghan translator's SIV was just approved. He is supposed to fill out I-360. But in Part 2, should he check letter L or N? (He worked with US forces for 2 years.) What about Part 4? He already has SIV approval and there is no consulate in Kabul today. #illogical",0
155,172771,"1. #CAA about citizenship & in case of #Afghanistan nationals in current circumstances, we are giving refuge. There's difference between giving citizenship & refugee. 2. #CAA doesn't deny citizenship to Muslims. It only fast tracks granting citizenship to persecuted minorities.",1
156,31582,"you are seeking asylum and Afghan nation is helpless and can't afford the basics, no Matter less or more but you have betrayed this whole nation, and you are accountable",0
157,80346,"Funny how made no mention of the people streaming over our southern border, nor the unvetted ""refugees"" coming in from Afghanistan. I guess future democrat voters don't count in these mandates, huh?",0
158,169289,"Imagine how mad the Taliban would be if we offered resettlement, free education, and free business loans to their entire population, to foster a thriving Afghan society in exile",2
159,88781,Afghan refugee trolled after sharing photo of Fort Bliss rations #afghanistan #afghanrefugees,0
160,101598,If the White House categorizes every evacuee as a “life saved” does that mean that they consider every SIV applicant and American still in Afghanistan tomorrow as a “life lost”.,0
161,164376,"I've written to my MP asking that we act to help the people of Afghanistan, including that the government expands the Afghan resettlement scheme to get interpreters out. Now, make sure you write to yours.",1
162,136445,"If you tried to blame COVId outbreaks on immigrants. If you didn’t care about kids in cages! If you turned your back on asylum seekers/refugees from Central and South America, if you chanted “build the wall!” You don’t get to scream how we must get Afghans out. #GOPHypocrisy",0
163,187280,I wish it included evacuating the Afghani interpreters that helped our troops out w/their families to a safe place til they can be vetted to come to OUR COUNTRY,1
164,155830,Maybe fair but again is shared responsibility. He inherited the plan but could have executed better. Ultimately leaving was the right decision IMO. Hopefully next few days will bring better news of evacuated Afghan allies and others seeking asylum.,2
165,15200,"You and I probably see pretty eye-to-eye on the Afghanistan thing in general, but I see zero excuse to leave American citizens and those translators who aided our troops behind.",0
166,49293,➡ #COSTLY DELAYS Headline No. 2 from Written Evidence to on Afghanistan. missed sooo many opportunities to safely resettle #Afghan #interpreters BEFORE the fall of Kabul. Published here:,0
167,6146,"It's a danish animated documentary about a gay Afghan refugee who tells the story about him and his family fleeing from Afghanistan, to the director. It's wonderfully animated and both really heartbreaking and heartwarming at the same time. Can highly recommend!",2
168,22537,Their plane was the last UK plane to leave & the seats were offered to any Afghans needing out. The FO hadn’t cleared any. Scapegoating Nowzad when the Tory government haven’t even started the official resettlement scheme is awful. Hopefully Pen Farthing will sue.&gt;,0
169,148929,Akshay Kumar getting ready to play the role of Afghan Refugee,1
170,32376,"if it was not cruption of previous govt than what it was? America calls it cruption can you say something about them? who else you have a country who is helping you? all the west has run away, they were here for 21 year. we still have afghan refugee. a crisis can flood it.",0
171,100186,"The fact that they caught this suspected rapist ,, proves that the rhe vetting process functions. Those Americans who are “ stranded “ where not registered as having entered afghanistan and where warned moths ago to leave.",2
172,81162,"Afghan refugee blocked from flight to US with explosive materials, but no terrorism suspected via This is a clear sign of future terrorism.",0
173,150539,"Around 100,000 Afghans need to be resettled to USA or elsewhere. USA can't leave them",1
174,146287,"If you were complaining about Biden’s handling of the US withdrawal of Afghanistan, but won’t support the resettlement of Afghan refugees in the US, then you care more about scoring political points than the Afghan people.",0
175,119930,US has 20 years using and vetting Afghans. Is 20 years not enough or you just don't want them?,0
176,58520,Biden administration resumes Afghan refugee flights after measles outbreak,0
177,55500,"State Department taps new coordinator for Afghanistan relocation efforts. The State Department has tapped veteran diplomat Elizabeth Jones to lead the agency's Afghanistan relocation and resettlement efforts, a senior State Department official told...",1
178,43417,bald-faced LIE came-out at the end of persistent questioning… ADMITTED #Afghans from #KabulAirport were —NOT— Vetted,0
179,5199,"Young Afghan Refugee, who were married in the Age of 14",1
180,158118,Ok then we should give asylum to Afghan womens only nt men,0
